Key|Canonical Key|HD Row|BXP|XP/HP|S Abilities|S Basis|S Award Units|E Abilities|E Basis|E Award Units|Adjustment|Appendix E XP|Chosen XP|Status|Decision
leopard||3+1--4|60|4|3|reviewed Special portion of MM package: Rear-claw rake, surprises on 1--3; Surprised only on a 1|3|0|none|0|none|135+4/hp|135+4/hp|confirmed|Rake, improved surprise, and limited surprise are three Specials.
leprechaun||1-1--1|10|1|1|reviewed Special portion of MM package: Magic use; Never surprised|1|2|reviewed Exceptional portion of MM package: Magic use; Never surprised|2|none|84+1/hp|84+1/hp|confirmed|Magic is Exceptional; never surprised and MR 80% complete the approved 1S+2E allocation.
leucrotta||6+1--7|225|8|2|reviewed Special portion of MM package: Voice imitation; Kick in retreat (1--6\?1--6)|2|0|none|0|none|475+8/hp|475+8/hp|confirmed|Voice imitation and the retreating kick are two Specials.
lich||11--12+|1300|16|1|reviewed Special portion of MM package: Paralyzation, fear, magic use, possible psionics; +1 or better weapons to hit, spell immunities|1|10|reviewed Exceptional portion of MM package: Paralyzation, fear, magic use, possible psionics; +1 or better weapons to hit, spell immunities|10|none|10500+16/hp|10500+16/hp|confirmed|The broad spell, paralysis/fear, psionic, weapon, and immunity package uses 1S+10E.
lion||5+1--6|150|6|2|reviewed Special portion of MM package: Rear-claw rake; Surprised only on a 1|2|0|none|0|none|300+6/hp|300+6/hp|confirmed|Rake and limited surprise are two Specials; each form uses its literal HD row.
lion_mountain||3+1--4|60|4|2|reviewed Special portion of MM package: Rear-claw rake; Surprised only on a 1|2|0|none|0|none|110+4/hp|110+4/hp|confirmed|Rake and limited surprise are two Specials; each form uses its literal HD row.
lion_spotted||6+1--7|225|8|2|reviewed Special portion of MM package: Rear-claw rake; Surprised only on a 1|2|0|none|0|none|475+8/hp|475+8/hp|confirmed|Rake and limited surprise are two Specials; each form uses its literal HD row.
lizard_fire||9+1--10+|900|14|2|reviewed Special portion of MM package: Fire puff (2--12, save for half); Immune to fire|2|0|none|0|none|1800+14/hp|1800+14/hp|confirmed|Fire puff and fire immunity are two Specials.
lizard_giant||3+1--4|60|4|0|none|0|1|reviewed Exceptional portion of MM package: Roll of 20 causes double damage (2--16)|1|none|125+4/hp|125+4/hp|confirmed|The double-damage bite is Exceptional.
lizard_minotaur||7+1--8|375|10|1|reviewed Special portion of MM package: Surprises on 1--4, bite holds on a 20|1|3|reviewed Exceptional portion of MM package: Surprises on 1--4, bite holds on a 20|3|none|1375+10/hp|1375+10/hp|confirmed|Improved surprise is Special; holding bite and damage package supply three Exceptional awards.
lizard_subterranean||5+1--6|150|6|1|reviewed Special portion of MM package: Moves on walls and ceilings, roll of 20 causes double damage (4--24)|1|1|reviewed Exceptional portion of MM package: Moves on walls and ceilings, roll of 20 causes double damage (4--24)|1|none|350+6/hp|350+6/hp|confirmed|Wall/ceiling movement is Special and the double-damage bite is Exceptional.
lizard_man||2+1--3|35|3|0|none|0|0|none|0|none|35+3/hp|35+3/hp|confirmed|Use the literal 2+1-HD base value.
lizard_man_advanced||2+1--3|35|3|1|reviewed Special portion of MM package: Missile weapons|1|0|none|0|none|50+3/hp|50+3/hp|confirmed|Missile capability adds one Special.
locathah||1+1--2|20|2|0|none|0|0|none|0|none|20+2/hp|20+2/hp|confirmed|Retain the 2-HD monster row; fighter-equivalent leaders do not change the XP formula.
locathah_leader|locathah|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived/alias|Retain the 2-HD monster row; fighter-equivalent leaders do not change the XP formula.
locathah_assistant|locathah|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived/alias|Retain the 2-HD monster row; fighter-equivalent leaders do not change the XP formula.
locathah_chief|locathah|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived/alias|Retain the 2-HD monster row; fighter-equivalent leaders do not change the XP formula.
locathah_guard|locathah|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived/alias|Retain the 2-HD monster row; fighter-equivalent leaders do not change the XP formula.
lurker_above||9+1--10+|900|14|1|reviewed Special portion of MM package: Surprises on 1--4, smothers (1--6/r; death in 2--5 rounds); 90\% undetectable on ceiling|1|1|reviewed Exceptional portion of MM package: Surprises on 1--4, smothers (1--6/r; death in 2--5 rounds); 90\% undetectable on ceiling|1|none|1500 + 14/hp|1950+14/hp|corrected/override|Improved surprise is Special and smothering is Exceptional; the previous subtotal omitted the Special award.
werebear||7+1--8|375|10|2|reviewed Special portion of MM package: Hug (2--16), summons 1--6 brown bears, infects lycanthropy; Silver or +1 weapons to hit, heals at triple rate, immune to disease|2|0|none|0|none|725+10/hp|725+10/hp|confirmed|Shapechanging/summoning and silver-or-magic weapon defense are two Specials.
wereboar||5+1--6|150|6|1|reviewed Special portion of MM package: Infects lycanthropy; Silver or +1 weapons to hit|1|0|none|0|none|225+6/hp|225+6/hp|confirmed|Silver-or-magic weapon defense is Special; infection and shapechanging stay within the package.
wererat||3+1--4|60|4|2|reviewed Special portion of MM package: Surprises on 1--4, infects lycanthropy; Silver or +1 weapons to hit|2|0|none|0|none|110+4/hp|110+4/hp|confirmed|Improved surprise or rake plus silver-or-magic weapon defense are two Specials.
weretiger||6+1--7|225|8|2|reviewed Special portion of MM package: Rear-claw rake, infects lycanthropy; Silver or +1 weapons to hit|2|0|none|0|none|475+8/hp|475+8/hp|confirmed|Improved surprise or rake plus silver-or-magic weapon defense are two Specials.
werewolf||4+1--5|90|5|2|reviewed Special portion of MM package: Surprises on 1--3, infects lycanthropy; Silver or +1 weapons to hit|2|0|none|0|none|170+5/hp|170+5/hp|confirmed|Improved surprise or rake plus silver-or-magic weapon defense are two Specials.
lynx_giant||2+1--3|35|3|2|reviewed Special portion of MM package: Rear-claw rake, surprises on 1--5; Hides 90\%, detects traps 75\%|2|1|reviewed Exceptional portion of MM package: Rear-claw rake, surprises on 1--5; Hides 90\%, detects traps 75\%|1|none|120+3/hp|120+3/hp|confirmed|Rake/surprise are two Specials; hiding and trap detection form one Exceptional package.
mammoth||13--14+|1800|18|0|none|0|1|reviewed Exceptional portion of MM package: L (10'--14' tall)|1|none|3000+18/hp|3000+18/hp|confirmed|Maximum routine damage is Exceptional.
manticore||6+1--7|225|8|2|reviewed Special portion of MM package: Tail-spike volley (18" range, 4 volleys)|2|1|reviewed Exceptional portion of MM package: Tail-spike volley (18" range, 4 volleys)|1|none|525 + 8/hp|650+8/hp|corrected/override|Multiple missile attacks and the tail-spike volley are two Specials; maximum volley damage is Exceptional.
masher||7+1--8|375|10|2|reviewed Special portion of MM package: Poison spines (save or die; safe only ahead or underneath)|2|1|reviewed Exceptional portion of MM package: Poison spines (save or die; safe only ahead or underneath)|1|none|1000+10/hp|1000+10/hp|confirmed|Spine coverage and missile-like discharge are Specials; save-or-die poison is Exceptional.
mastodon||11--12+|1300|16|0|none|0|1|reviewed Exceptional portion of MM package: L (10' tall)|1|none|2150+16/hp|2150+16/hp|confirmed|Maximum damage against one opponent is Exceptional.
medusa||5+1--6|150|6|1|reviewed Special portion of MM package: Gaze turns to stone, poison|1|4|reviewed Exceptional portion of MM package: Gaze turns to stone, poison|4|none|725+6/hp|725+6/hp|confirmed|Planar sight is Special; petrification and poison receive four Exceptional units.
men_bandit||up to 1-1|5|1|0|none|0|0|none|0|none|5+1/hp|5+1/hp|confirmed|Use the appropriate normal-human row; leadership and classed individuals are handled separately.
men_brigand||up to 1-1|5|1|0|none|0|0|none|0|none|5+1/hp|5+1/hp|confirmed|Use the appropriate normal-human row; leadership and classed individuals are handled separately.
men_berserker||1-1--1|10|1|0|none|0|0|none|0|none|10+1/hp|10+1/hp|confirmed|Use the appropriate normal-human row; leadership and classed individuals are handled separately.
men_buccaneer||up to 1-1|5|1|0|none|0|0|none|0|none|5+1/hp|5+1/hp|confirmed|Use the appropriate normal-human row; leadership and classed individuals are handled separately.
men_pirate||up to 1-1|5|1|0|none|0|0|none|0|none|5+1/hp|5+1/hp|confirmed|Use the appropriate normal-human row; leadership and classed individuals are handled separately.
men_caveman||1+1--2|20|2|0|none|0|0|none|0|none|20+2/hp|20+2/hp|confirmed|Use the appropriate normal-human row; leadership and classed individuals are handled separately.
men_tribesman||1-1--1|10|1|0|none|0|0|none|0|none|10+1/hp|10+1/hp|confirmed|Use the appropriate normal-human row; leadership and classed individuals are handled separately.
men_dervish||up to 1-1|5|1|0|none|0|0|none|0|none|5+1/hp|5+1/hp|confirmed|Use the appropriate normal-human row; leadership and classed individuals are handled separately.
men_nomad||up to 1-1|5|1|1|reviewed Special portion of MM package: Leader types; surprises on 1--4; Leader types|1|0|none|0|none|7+1/hp|7+1/hp|confirmed|Improved surprise adds one Special on the sub-1-HD row.
men_merchant||up to 1-1|5|1|0|none|0|0|none|0|none|5+1/hp|5+1/hp|confirmed|Use the appropriate normal-human row; leadership and classed individuals are handled separately.
men_drover||up to 1-1|5|1|0|none|0|0|none|0|none|5+1/hp|5+1/hp|confirmed|Use the appropriate normal-human row; leadership and classed individuals are handled separately.
men_mercenary_guard||1-1--1|10|1|0|none|0|0|none|0|none|10+1/hp|10+1/hp|confirmed|Use the appropriate normal-human row; leadership and classed individuals are handled separately.
men_pilgrim||up to 1-1|5|1|0|none|0|0|none|0|none|5+1/hp|5+1/hp|confirmed|Use the appropriate normal-human row; leadership and classed individuals are handled separately.
men_pilgrim_lawful_evil||up to 1-1|5|1|0|none|0|0|none|0|none|5+1/hp|5+1/hp|confirmed|Use the appropriate normal-human row; leadership and classed individuals are handled separately.
merman||1+1--2|20|2|0|none|0|0|none|0|none|20+2/hp|20+2/hp|confirmed|Use the literal 1+1-HD base value; ship grappling is encounter equipment.
mimic||6+1--7|225|8|0|none|0|0|none|0|none|(by HD)|(by HD)|summary|Summary row only; choose the keyed 7--10 HD form.
mimic_intelligent_7hd|mimic|6+1--7|225|8|2|reviewed Special portion of MM package: Glue, surprise; Camouflage|2|1|reviewed Exceptional portion of MM package: Glue, surprise; Camouflage|1|none|not separately listed|650+8/hp|derived/alias|Glue and surprise are Specials; camouflage is Exceptional.
mimic_intelligent_8hd|mimic|7+1--8|375|10|2|reviewed Special portion of MM package: Glue, surprise; Camouflage|2|1|reviewed Exceptional portion of MM package: Glue, surprise; Camouflage|1|none|not separately listed|1000+10/hp|derived/alias|Glue and surprise are Specials; camouflage is Exceptional.
mimic_killer_9hd|mimic|8+1--9|600|12|1|reviewed Special portion of MM package: Glue, surprise; Camouflage|1|1|reviewed Exceptional portion of MM package: Glue, surprise; Camouflage|1|none|not separately listed|1300+12/hp|derived/alias|Glue/surprise form one Special package and camouflage is Exceptional.
mimic_killer_10hd|mimic|9+1--10+|900|14|1|reviewed Special portion of MM package: Glue, surprise; Camouflage|1|1|reviewed Exceptional portion of MM package: Glue, surprise; Camouflage|1|none|not separately listed|1950+14/hp|derived/alias|Glue/surprise form one Special package and camouflage is Exceptional.
mind_flayer||8+1--9|600|12|2|reviewed Special portion of MM package: Mind blast; tentacles kill in 1--4 rounds|2|4|reviewed Exceptional portion of MM package: Mind blast; tentacles kill in 1--4 rounds|4|none|2800+12/hp|2800+12/hp|confirmed|Mind blast/psionics, extraction, and MR reproduce 2S+4E.
minotaur||6+1--7|225|8|1|reviewed Special portion of MM package: Surprised only on a 1|1|0|none|0|none|350+8/hp|350+8/hp|confirmed|Limited surprise is one Special.
mold_brown||n/a|n/a|n/a|0|none|0|0|none|0|none|nil|nil|summary|Hazard has nil creature XP; retain its effects in the stat record without forcing an HD-row calculation.
mold_yellow||n/a|n/a|n/a|0|none|0|0|none|0|none|nil|nil|summary|Hazard has nil creature XP; retain its effects in the stat record without forcing an HD-row calculation.
morkoth||6+1--7|225|8|1|reviewed Special portion of MM package: Hypnosis, charm; Spell reflection|1|4|reviewed Exceptional portion of MM package: Hypnosis, charm; Spell reflection|4|none|1050+8/hp|1050+8/hp|confirmed|Hypnosis/charm and spell reflection reproduce 1S+4E; Morlock is retained as an alias.
morlock|morkoth|6+1--7|225|8|1|reviewed Special portion of MM package: Hypnosis, charm; Spell reflection|1|4|reviewed Exceptional portion of MM package: Hypnosis, charm; Spell reflection|4|none|not separately listed|1050+8/hp|derived/alias|Hypnosis/charm and spell reflection reproduce 1S+4E; Morlock is retained as an alias.
mule||2+1--3|35|3|0|none|0|0|none|0|none|35+3/hp|35+3/hp|confirmed|Use the corrected literal 3-HD base value.
mummy||6+1--7|225|8|6|reviewed Special portion of MM package: Fear, paralysis, disease; Magic weapons to hit; Half damage; Immunities|6|1|reviewed Exceptional portion of MM package: Fear, paralysis, disease; Magic weapons to hit; Half damage; Immunities|1|none|1150+8/hp|1150+8/hp|confirmed|Fear, disease, weapon defenses, damage resistance, and immunities reproduce 6S+1E.
naga_guardian||11--12+|1300|16|1|reviewed Special portion of MM package: Poison bite and spit, spell use|1|2|reviewed Exceptional portion of MM package: Poison bite and spit, spell use|2|none|3700+16/hp|3700+16/hp|confirmed|Poison spit earns one Special; poison and spell use are two Exceptional awards.
naga_guardian_11hd|naga_guardian|11--12+|1300|16|1|reviewed Special portion of MM package: Poison bite and spit, spell use|1|2|reviewed Exceptional portion of MM package: Poison bite and spit, spell use|2|none|not separately listed|3700+16/hp|derived/alias|Poison spit earns one Special; poison and spell use are two Exceptional awards.
naga_guardian_12hd|naga_guardian|11--12+|1300|16|1|reviewed Special portion of MM package: Poison bite and spit, spell use|1|2|reviewed Exceptional portion of MM package: Poison bite and spit, spell use|2|none|not separately listed|3700+16/hp|derived/alias|Poison spit earns one Special; poison and spell use are two Exceptional awards.
naga_spirit||varies|varies|varies|0|none|0|3|poison bite; permanent charm gaze; spell use|3|none|2700+14/hp|(by HD)|summary|Appendix E prints the upper 10-HD value for the 9--10 HD range; use the keyed form for the actual HD.
naga_spirit_9hd|naga_spirit|8+1--9|600|12|0|none|0|3|poison bite; permanent charm gaze; spell use|3|none|not separately listed|1800+12/hp|derived/alias|Poison, the permanent charm gaze, and spell use are three Exceptional abilities; use the literal 9-HD row.
naga_spirit_10hd|naga_spirit|9+1--10+|900|14|0|none|0|3|poison bite; permanent charm gaze; spell use|3|none|2700+14/hp (range listing)|2700+14/hp|confirmed|The three Exceptional abilities exactly reproduce the Appendix E value at 10 HD.
naga_water||varies|varies|varies|1|Very Intelligence affecting combat|1|2|poison bite; spell use|2|none|1325+10/hp|(by HD)|summary|The Appendix subtotal cannot be reconstructed; keyed forms use the literal HD row with one Special and two Exceptional abilities.
naga_water_7hd|naga_water|6+1--7|225|8|1|Very Intelligence affecting combat|1|2|poison bite; spell use|2|none|not separately listed|700+8/hp|corrected/derived|Very Intelligence is one Special; poison and spell use are two Exceptional abilities.
naga_water_8hd|naga_water|7+1--8|375|10|1|Very Intelligence affecting combat|1|2|poison bite; spell use|2|none|1325+10/hp (range listing)|1100+10/hp|corrected|The literal 1S+2E calculation replaces the non-reconstructible Appendix subtotal.
neo_otyugh||varies|varies|varies|2|AC 0; never surprised|2|1|disease|1|none|1500+12/hp|(by HD)|summary|Appendix E prints the 9-HD value for the 9--12 HD range and treats all three features as Special; keyed forms instead use the family-consistent allocation of disease as Exceptional, never surprised as Special, and the Neo-Otyugh's AC 0 as an additional Special.
neo_otyugh_9hd|neo_otyugh|8+1--9|600|12|2|AC 0; never surprised|2|1|disease|1|none|1500+12/hp (range listing)|1600+12/hp|corrected|Use the family-consistent 2S+1E allocation; the Appendix subtotal incorrectly prices disease as a Special ability.
neo_otyugh_10hd|neo_otyugh|9+1--10+|900|14|2|AC 0; never surprised|2|1|disease|1|none|not separately listed|2400+14/hp|derived/alias|Apply the same 2S+1E allocation to the literal 10-HD row.
neo_otyugh_11hd|neo_otyugh|11--12+|1300|16|2|AC 0; never surprised|2|1|disease|1|none|not separately listed|3550+16/hp|derived/alias|Apply the same 2S+1E allocation to the literal 11-HD row.
neo_otyugh_12hd|neo_otyugh|11--12+|1300|16|2|AC 0; never surprised|2|1|disease|1|none|not separately listed|3550+16/hp|derived/alias|Apply the same 2S+1E allocation to the literal 12-HD row.
night_hag||7+1--8|375|10|4|Exceptional combat Intelligence; iron, silver or +3 weapons to hit; immunity package; periapt +2 saves|4|5|sleep magic; permanent Constitution drain; spell-use package; magic resistance; gating|5|none|1750+10/hp|2450+10/hp|corrected|Appendix E accounts for five Exceptional awards but omits four explicit Specials; include the periapt because it is standard equipment and grants its possessor +2 on all saves.
nightmare||6+1--7|225|8|4|armor class -4; High combat Intelligence; smoke cloud; ethereal and astral travel|4|0|none|0|none|600+8/hp|725+8/hp|corrected|Appendix E accounts for AC, Intelligence, and smoke; add the explicit ethereal defense as a fourth Special, consistent with the Couatl treatment, and include astral travel in the same package.
nixie||up to 1-1|5|1|1|published Special package: coordinated group charm and Very Intelligence|1|2|powerful charm; magic resistance|2|none|32+1/hp|57+1/hp|corrected|Retain Appendix E's one Special without treating Very Intelligence as universally awardable; count the long-lasting charm and 25% MR separately as Exceptional, and correct sticky-20 THAC0 to 21.
nymph||2+1--3|35|3|1|Exceptional combat Intelligence|1|4|permanent blindness; death; spell use including dimension door; magic resistance|4|none|350+3/hp|270+3/hp|corrected|Replace the Appendix's irreproducible inflation of the Special count with the literal ability package: one Intelligence Special and four distinct Exceptional abilities.
ochre_jelly||5+1--6|150|6|1|lightning immunity and division|1|0|none|0|none|150+6/hp|225+6/hp|corrected|Appendix E explicitly lists the lightning defense but omits its Special award; treat immunity and division as one defensive package, without separately awarding ordinary acid damage or unusual movement.
octopus_giant||7+1--8|375|10|2|seven attacks; constriction, pinning and severable-tentacle package|2|0|none|0|none|550+10/hp|725+10/hp|corrected|Appendix E awards only one Special despite both seven attacks and constriction qualifying; fold limb pinning and tentacle hit points into the constriction package, and do not award retreat-only ink and camouflage.
ogre||4+1--5|90|5|0|none|0|0|none|0|none|90+5/hp|90+5/hp|confirmed|The ordinary ogre has no separately awardable p. 85 abilities.
ogre_leader|ogre|6+1--7|225|8|0|none|0|0|none|0|none|225+8/hp|225+8/hp|confirmed|Fixed 30--33 hp supports the 7-HD row; use Appendix E's AC 4 because the stronger chieftain is AC 3, treating the reversed MM prose values as a transposition.
ogre_chieftain|ogre|6+1--7|225|8|0|none|0|0|none|0|none|225+8/hp|225+8/hp|confirmed|Fixed 34--37 hp supports the 7-HD row; use Appendix E's AC 3 because the chieftain outranks the AC 4 leader, treating the reversed MM prose values as a transposition.
ogre_female|ogre|4+1--5|90|5|0|none|0|0|none|0|none|not separately listed|90+5/hp|derived/alias|Females fight as ordinary ogres, with lower damage and no change to the p. 85 ability count.
ogre_child|ogre|1 to 1|10|1|0|none|0|0|none|0|none|not separately listed|10+1/hp|derived/alias|Young fight as goblins; retain the existing keyed child form without adding ability awards.
ogre_mage||5+1--6|150|6|5|fly; invisibility; darkness; polymorph; regeneration|5|3|charm and sleep package; gaseous form; cone of cold|3|none|900+6/hp|900+6/hp|confirmed|The five at-will defensive powers fit p. 85's minor defensive spell category; the three stronger once-daily packages are Exceptional.
ogre_mage_chieftain|ogre_mage|5+1--6|150|6|6|fly; invisibility; darkness; polymorph; regeneration; saves as 9 HD|6|3|charm and sleep package; gaseous form; cone of cold|3|5+2 plus 2 hp per die; attacks and saves as 9 HD|1300+10/hp|975+6/hp|corrected|The ordinary 5+2 notation adds 2 hp once, while the chieftain's explicit 2 hp per die adds 10 more, for 5d8+12 total. Retain the actual 5-HD XP row and inherited 5S+3E package; the explicit 9-HD saving throws add one Special, while THAC0 12 represents the attack elevation without a second award.
orc||1-1--1|10|1|0|none|0|0|none|0|none|10+1/hp|10+1/hp|confirmed|Use the ordinary Orc's stated 1 HD; its weapons, infravision and daylight penalty do not add p. 85 ability awards.
orc_leader|orc|1-1--1|10|1|0|none|0|0|none|0|fixed 8 hp|group listing 10+1/hp|10+1/hp|derived|The leader is explicitly an ordinary Orc with the maximum 8 hit points, so it retains the 1-HD formula and is worth 18 XP when slain.
orc_assistant|orc|1-1--1|10|1|0|none|0|0|none|0|fixed 8 hp|group listing 10+1/hp|10+1/hp|derived|The assistant is explicitly an ordinary Orc with the maximum 8 hit points, so it retains the 1-HD formula and is worth 18 XP when slain.
orc_subchief|orc|1+1--2|20|2|0|none|0|0|none|0|fixed 11 hp; attacks as 2 HD|20+2/hp|20+2/hp|confirmed|Preserve the Appendix's plausible fixed-hp formula. Attacking as 2 HD determines THAC0 rather than adding an ability award; at 11 hp the subchief is worth 42 XP.
orc_guard|orc|1+1--2|20|2|0|none|0|0|none|0|fixed 11 hp; attacks as 2 HD|20+2/hp|20+2/hp|confirmed|Preserve the Appendix's plausible fixed-hp formula. Attacking as 2 HD determines THAC0 rather than adding an ability award; at 11 hp the guard is worth 42 XP.
orc_chief|orc|1+1--2|20|2|0|none|0|0|none|0|fixed 13--16 hp; attacks as 3 HD|20+2/hp|20+2/hp|confirmed|Preserve the Appendix's plausible fixed-hp formula instead of converting the attack-equivalent HD into XP HD. The chief is stronger than a subchief through 13--16 hp and 2--8 damage and is worth 46--52 XP when slain.
orc_bodyguard|orc|1+1--2|20|2|0|none|0|0|none|0|fixed 13--16 hp; attacks as 3 HD|20+2/hp|20+2/hp|confirmed|Preserve the Appendix's plausible fixed-hp formula instead of converting the attack-equivalent HD into XP HD. The bodyguard is stronger than a guard through 13--16 hp and 2--8 damage and is worth 46--52 XP when slain.
otter_giant||4+1--5|90|5|0|none|0|0|none|0|none|90+5/hp|90+5/hp|confirmed|The giant otter has no qualifying p. 85 abilities; accidental disruption during play is situational behavior rather than a combat ability.
otyugh||varies|varies|varies|1|never surprised|1|1|disease|1|none|700+8/hp|(by HD)|summary|Appendix E prints the representative 7-HD value for the 6--8 HD range but counts disease twice; keyed forms use the family-consistent 1S+1E allocation.
otyugh_6hd|otyugh|5+1--6|150|6|1|never surprised|1|1|disease|1|none|not separately listed|350+6/hp|derived/alias|Treat the 90% disease as one Exceptional ability, analogous to poison and the Giant Tick's fatal disease, and never surprised as one Special.
otyugh_7hd|otyugh|6+1--7|225|8|1|never surprised|1|1|disease|1|none|700+8/hp (range listing)|525+8/hp|corrected|The Appendix subtotal overcounts disease by one Exceptional award; use the family-consistent 1S+1E allocation.
otyugh_8hd|otyugh|7+1--8|375|10|1|never surprised|1|1|disease|1|none|not separately listed|825+10/hp|derived/alias|Apply the same 1S+1E allocation to the literal 8-HD row.
owl_giant||3+1--4|60|4|1|surprises on 1--5|1|0|none|0|none|150+4/hp|85+4/hp|corrected|Count the explicit 5-in-6 surprise as one Special. Do not elevate it to Exceptional, and do not award Very Intelligence without prose showing that the intelligence materially affects combat.
owlbear||5+1--6|150|6|1|hug on a paw hit of 18|1|0|none|0|none|225+8/hp|225+6/hp|corrected|The Appendix and p. 85 example support one Special for the hug and a subtotal of 225; correct only the XP-per-hit-point rate to the 5+1--6 HD row.
pegasus||3+1--4|60|4|0|none|0|0|none|0|none|60+4/hp|60+4/hp|confirmed|The Pegasus has no qualifying p. 85 abilities; flight, carrying capacity, loyalty, and ordinary natural attacks do not add awards.
peryton||3+1--4|60|4|2|+2 to hit; +1 or better weapon to hit|2|0|none|0|none|150+4/hp|110+4/hp|corrected|Treat the horn attack's explicit +2 to-hit bonus and immunity to normal weapons as two Specials. Neither is Exceptional; retain the unmodified 4-HD THAC0 15 and apply +2 to the attack die.
piercer||varies|varies|varies|1|95% likely to surprise|1|0|none|0|none|largest listed as 60+4/hp|(by size)|summary|Appendix E omits the MM's explicit 95% surprise Special; keyed forms apply one Special consistently across the family.
piercer_1hd|piercer|1-1--1|10|1|1|95% likely to surprise|1|0|none|0|none|not separately listed|14+1/hp|derived/alias|Apply one Special for the 95% ambush chance; the attack has no separate Exceptional component.
piercer_2hd|piercer|1+1--2|20|2|1|95% likely to surprise|1|0|none|0|none|not separately listed|28+2/hp|derived/alias|Apply the family-consistent one Special for the 95% ambush chance.
piercer_3hd|piercer|2+1--3|35|3|1|95% likely to surprise|1|0|none|0|none|not separately listed|50+3/hp|derived/alias|Apply the family-consistent one Special for the 95% ambush chance.
piercer_4hd|piercer|3+1--4|60|4|1|95% likely to surprise|1|0|none|0|none|60+4/hp|85+4/hp|corrected|Appendix E omits the explicit surprise Special; add one 25-point award to the largest Piercer.
pike_giant||3+1--4|60|4|1|surprises on 1--4|1|0|none|0|none|85+4/hp|85+4/hp|confirmed|The MM, Appendix E and p. 85 arithmetic agree on one Special for the Giant Pike's improved surprise chance.
pixie||up to 1-1|5|1|0|none|0|4|special arrows; spell use; invisibility; magic resistance|4|none|105+1/hp|105+1/hp|confirmed|Treat the arrow package, broad spell use, combat invisibility and 25% magic resistance as four Exceptional abilities. Exceptional Intelligence adds no separate award; use THAC0 21 from the sub-1-HD attack matrix rather than Appendix E's sticky 20.
porcupine_giant||5+1--6|150|6|1|shooting quills|1|1|defensive quills|1|none|350+6/hp|350+6/hp|confirmed|The ranged quill volley is Special and the automatic retaliatory quills are Exceptional; the printed subtotal and p. 85 arithmetic agree.
portuguese_man_o_war_giant||varies|varies|varies|0|none|0|2|paralyzing poison; 90% undetectable transparency|2|none|largest listed as 185+4/hp|(by HD)|summary|Split the 1--4 HD range into keyed forms. Treat paralysis and the near-invisibility defense as two Exceptional abilities rather than inventing five Specials to preserve the malformed Appendix subtotal.
portuguese_man_o_war_giant_1hd|portuguese_man_o_war_giant|1-1--1|10|1|0|none|0|2|paralyzing poison; 90% undetectable transparency|2|none|not separately listed|80+1/hp|derived/alias|Apply the family-consistent two Exceptional abilities to the literal 1-HD row.
portuguese_man_o_war_giant_2hd|portuguese_man_o_war_giant|1+1--2|20|2|0|none|0|2|paralyzing poison; 90% undetectable transparency|2|none|not separately listed|110+2/hp|derived/alias|Apply the family-consistent two Exceptional abilities to the literal 2-HD row.
portuguese_man_o_war_giant_3hd|portuguese_man_o_war_giant|2+1--3|35|3|0|none|0|2|paralyzing poison; 90% undetectable transparency|2|none|not separately listed|145+3/hp|derived/alias|Apply the family-consistent two Exceptional abilities to the literal 3-HD row.
portuguese_man_o_war_giant_4hd|portuguese_man_o_war_giant|3+1--4|60|4|0|none|0|2|paralyzing poison; 90% undetectable transparency|2|none|185+4/hp|190+4/hp|corrected|The literal two-Exceptional calculation is five points above Appendix E, supporting a small printed subtotal error rather than a five-Special reconstruction.
pseudo_dragon||1+1--2|20|2|0|none|0|4|poisonous cataleptic sting; see invisible; chameleon power; magic resistance|4|none|200+2/hp|200+2/hp|confirmed|The four combat-relevant Exceptional abilities reproduce Appendix E exactly. Limited telepathy and transferable resistance for a companion add no separate award.
quasit||2+1--3|35|3|1|magic or cold iron weapons to hit|1|5|Dexterity-draining poison; spell-like ability package; regeneration; magic resistance and enhanced saves; elemental immunity|5|none|325+3/hp|325+3/hp|confirmed|Group the Quasit's dense defenses and magic into five Exceptional packages to reproduce Appendix E exactly. Familiar-only benefits add no award to the monster itself.
purple_worm||15--16+|2400|20|0|none|0|2|swallowing whole; poison|2|none|4900+20/hp|5600+20/hp|corrected|P. 85 explicitly classifies swallowing whole and poison as Exceptional, not Special. Two Exceptional awards produce 5600 and move the corrected monster subtotal from level VIII to IX.
mottled_worm|purple_worm|15--16+|2400|20|0|none|0|2|swallowing whole; poison|2|none|not separately listed|5600+20/hp|derived/alias|The MM says the aquatic Mottled Worm otherwise conforms to the Purple Worm, so retain an identical keyed alias and XP allocation.
rakshasa||6+1--7|225|8|0|none|0|4|ESP and illusion; spell use; spell immunity below 8th level; weapon immunity and resistance|4|none|925+8/hp|925+8/hp|confirmed|The four major magic and defense packages reproduce Appendix E exactly. Treat the unusually broad weapon immunity and resistance as Exceptional in this published allocation rather than the ordinary p. 85 Special.
ram_giant||3+1--4|60|4|1|double-damage charge|1|0|none|0|none|85+4/hp|85+4/hp|confirmed|The MM, Appendix E, and p. 85 arithmetic agree on one Special for the Giant Ram's charge, which raises its normal 2--12 damage to 4--24.
