Key|Singular|Plural|Category|THACO|AC|MV|HD|#AT|Damage (long)|Damage (short)|SA|SD|MR|Special|Size|Int|Alignment|Psionic|Attack/Defense Modes|Frequency|No. Appearing|% in Lair|Treasure Type|Level|XP
pyrohydra_5_heads|5-Headed Pyrohydra|5-Headed Pyrohydrae|Pyrohydra|15|5|9"|5 (40 hp)|5|1--6|1--6|Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half)|All heads must be killed|Standard|Up to 4 attacks on one opponent, fire breath; All heads must be killed|L|Semi-|Neutral|Nil|Nil|Uncommon|1|20\%|B|VI|630\+5/hp
pyrohydra_6_heads|6-Headed Pyrohydra|6-Headed Pyrohydrae|Pyrohydra|13|5|9"|6 (48 hp)|6|1--6|1--6|Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half)|All heads must be killed|Standard|Up to 4 attacks on one opponent, fire breath; All heads must be killed|L|Semi-|Neutral|Nil|Nil|Uncommon|1|20\%|B|VI|925\+6/hp
pyrohydra_7_heads|7-Headed Pyrohydra|7-Headed Pyrohydrae|Pyrohydra|13|5|9"|7 (56 hp)|7|1--8|1--8|Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half)|All heads must be killed|Standard|Up to 4 attacks on one opponent, fire breath; All heads must be killed|L|Semi-|Neutral|Nil|Nil|Uncommon|1|20\%|B|VII|1175\+8/hp
pyrohydra_8_heads|8-Headed Pyrohydra|8-Headed Pyrohydrae|Pyrohydra|12|5|9"|8 (64 hp)|8|1--8|1--8|Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half)|All heads must be killed|Standard|Up to 4 attacks on one opponent, fire breath; All heads must be killed|L|Semi-|Neutral|Nil|Nil|Uncommon|1|20\%|B|VII|1750\+10/hp
pyrohydra_9_heads|9-Headed Pyrohydra|9-Headed Pyrohydrae|Pyrohydra|12|5|9"|9 (72 hp)|9|1--8|1--8|Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half)|All heads must be killed|Standard|Up to 4 attacks on one opponent, fire breath; All heads must be killed|L|Semi-|Neutral|Nil|Nil|Uncommon|1|20\%|B|VII|2500\+12/hp
pyrohydra_10_heads|10-Headed Pyrohydra|10-Headed Pyrohydrae|Pyrohydra|10|5|9"|10 (80 hp)|10|1--8|1--8|Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half)|All heads must be killed|Standard|Up to 4 attacks on one opponent, fire breath; All heads must be killed|L|Semi-|Neutral|Nil|Nil|Uncommon|1|20\%|B|VIII|3150\+14/hp
pyrohydra_11_heads|11-Headed Pyrohydra|11-Headed Pyrohydrae|Pyrohydra|10|5|9"|11 (88 hp)|11|1--10|1--10|Up to 4 attacks on one opponent, fire breath (1--10/head, twice/day; save for half)|All heads must be killed|Standard|Up to 4 attacks on one opponent, fire breath; All heads must be killed|L|Semi-|Neutral|Nil|Nil|Uncommon|1|20\%|B|VIII|4550\+16/hp
pyrohydra_12_heads|12-Headed Pyrohydra|12-Headed Pyrohydrae|Pyrohydra|9|5|9"|12 (96 hp)|12|1--10|1--10|Up to 4 attacks on one opponent, fire breath (1--10/head, twice/day; save for half)|All heads must be killed|Standard|Up to 4 attacks on one opponent, fire breath; All heads must be killed|L|Semi-|Neutral|Nil|Nil|Uncommon|1|20\%|B|VIII|5400\+16/hp
hyena|Hyena|||16|7|12"|3|1|2--8|2--8|Nil|Nil|Standard||M|Animal|Neutral|Nil|Nil|Common|2--12|Nil|Nil|II|35\+3/hp
hyena_giant|Giant Hyena||Hyena|15|7|12"|5|1|3--12|3--12|Nil|Nil|Standard||L|Animal|Neutral|Nil|Nil|Very rare|2--8|Nil|Nil|III|90\+5/hp
hyaenodon|Hyaenodon|Hyaenodons|Hyena|15|7|12"|5|1|3--12|3--12|Nil|Nil|Standard||L|Animal|Neutral|Nil|Nil|Very rare|2--8|Nil|Nil|III|90\+5/hp
imp|Imp||Devil|16|2|6"/18"|2+2|1|1--4|1--4|Poison, magic use|Magic weapons to hit, regeneration, MR 25\%, immune to cold, fire and electricity, saves as 7 HD|25\%|Poison, magic use; Magic weapons to hit, regeneration, MR 25\%, immune to cold, fire and electricity, saves as 7 HD|S (2' tall)|Average|Lawful Evil|Nil|Nil|Very rare|1|0\%|O|V|275\+3/hp
intellect_devourer|Intellect Devourer|||13|4|15"|6+6|4|1--4\?1--4\?1--4\?1--4|4\x1--4|Psionics, possession, hides as a 10th-level thief|+3 weapons inflict only 1 hp, immune to most spells|Special|Psionics, possession, hides as a 10th-level thief; +3 weapons inflict only 1 hp, immune to most spells|M|Very|Chaotic Evil|200|C, E/F, G|Very rare|1--2|60\%|D|VII|1500\+8/hp
invisible_stalker|Invisible Stalker|||12|3|12"|8|1|4--16|4--16|Surprises on 1--5|Invisible|30\%|Surprises on 1--5; Invisible, MR 30\%|L (8' tall)|High|Neutral|Nil|Nil|Very rare|1|Nil|Nil|VI|1000\+10/hp
irish_deer|Irish Deer|Irish Deer||15|7|18"|4|1 (2)|2--12 (2--12)|2--12 (2--12)|Nil|Nil|Standard||L|Animal|Neutral|Nil|Nil|Rare|1--8|Nil|Nil|III|60\+4/hp
ixitxachitl|Ixitxachitl|Ixitxachitl||18|6|12"|1+1|1|3--12|3--12|Evil clerical spells|Nil|Standard|Cleric spells|M|Average to high|Chaotic Evil|Nil|Nil|Very rare|10--100|60\%|P, R, S|II|28\+2/hp
ixitxachitl_cleric_2nd|2nd-Level Ixitxachitl Cleric||Ixitxachitl|18|6|12"|1+1|1|3--12|3--12|Spells as a 2nd-level cleric|Nil|Standard|Cleric spells|M|Average to high|Chaotic Evil|Nil|Nil|Very rare|10--100|60\%|P, R, S|II|28\+2/hp
ixitxachitl_cleric_3rd|3rd-Level Ixitxachitl Cleric||Ixitxachitl|18|6|12"|1+1|1|3--12|3--12|Spells as a 3rd-level cleric|Nil|Standard|Cleric spells|M|Average to high|Chaotic Evil|Nil|Nil|Very rare|10--100|60\%|P, R, S|II|28\+2/hp
ixitxachitl_cleric_5th|5th-Level Ixitxachitl Cleric||Ixitxachitl|18|6|12"|1+1|1|3--12|3--12|Spells as a 5th-level cleric|Nil|Standard|Cleric spells|M|Average to high|Chaotic Evil|Nil|Nil|Very rare|10--100|60\%|P, R, S|II|28\+2/hp
ixitxachitl_guard|Ixitxachitl Guard|||15|6|12"|3+3|1|3--12|3--12|Spells as a 6th-level cleric|Nil|Standard|Cleric spells|M|Average to high|Chaotic Evil|Nil|Nil|Very rare|10--100|60\%|P, R, S; U possible|III|85\+4/hp
ixitxachitl_leader|Ixitxachitl Leader|||15|6|12"|4+4|1|3--12|3--12|Spells as an 8th-level cleric|Nil|Standard|Cleric spells|M|Average to high|Chaotic Evil|Nil|Nil|Very rare|10--100|60\%|P, R, S; U possible|IV|165\+5/hp
ixitxachitl_vampire|Vampiric Ixitxachitl|Vampiric Ixitxachitl|Ixitxachitl|16|6|12"|2+2|1|3--12|3--12|Energy drain, evil clerical spells|Regenerates 3 hp/round|Standard|Energy drain, spells; Regeneration|M|Average to high|Chaotic Evil|Nil|Nil|Very rare|10--100|60\%|P, R, S|V|290\+3/hp
ixitxachitl_vampire_cleric_2nd|Vampiric 2nd-Level Ixitxachitl Cleric||Ixitxachitl|16|6|12"|2+2|1|3--12|3--12|Energy drain, spells as a 2nd-level cleric|Regenerates 3 hp/round|Standard|Energy drain, spells; Regeneration|M|Average to high|Chaotic Evil|Nil|Nil|Very rare|10--100|60\%|P, R, S|V|290\+3/hp
ixitxachitl_vampire_cleric_3rd|Vampiric 3rd-Level Ixitxachitl Cleric||Ixitxachitl|16|6|12"|2+2|1|3--12|3--12|Energy drain, spells as a 3rd-level cleric|Regenerates 3 hp/round|Standard|Energy drain, spells; Regeneration|M|Average to high|Chaotic Evil|Nil|Nil|Very rare|10--100|60\%|P, R, S|V|290\+3/hp
ixitxachitl_vampire_cleric_5th|Vampiric 5th-Level Ixitxachitl Cleric||Ixitxachitl|16|6|12"|2+2|1|3--12|3--12|Energy drain, spells as a 5th-level cleric|Regenerates 3 hp/round|Standard|Energy drain, spells; Regeneration|M|Average to high|Chaotic Evil|Nil|Nil|Very rare|10--100|60\%|P, R, S|V|290\+3/hp
ixitxachitl_vampire_guard|Vampiric Ixitxachitl Guard||Ixitxachitl|13|6|12"|6+6|1|3--12|3--12|Energy drain, spells as a 6th-level cleric|Regenerates 3 hp/round|Standard|Energy drain, spells; Regeneration|M|Average to high|Chaotic Evil|Nil|Nil|Very rare|10--100|60\%|P, R, S; U possible|VII|1500\+8/hp
ixitxachitl_vampire_leader|Vampiric Ixitxachitl Leader||Ixitxachitl|12|6|12"|8+8|1|3--12|3--12|Energy drain, spells as an 8th-level cleric|Regenerates 3 hp/round|Standard|Energy drain, spells; Regeneration|M|Average to high|Chaotic Evil|Nil|Nil|Very rare|10--100|60\%|P, R, S; U possible|VIII|3900\+12/hp
jackal|Jackal|||20|7|12"|\half|1|1--2|1--2|Nil|Nil|Standard||S|Semi-|Neutral|Nil|Nil|Common|1--6|Nil|Nil|I|5\+1/hp
jackalwere|Jackalwere|||15|4|12"|4|1|2--8|2--8|Sleep gaze, shapechanging, human weapon use|Iron or +1 weapons to hit|Standard|Sleep gaze, shapechanging, human weapons; Iron or +1 weapon to hit|S (M)|Very|Chaotic Evil|Nil|Nil|Rare|1--4|30\%|C|VI|800\+4/hp
jaguar|Jaguar|||15|6|15"|4+1|3 (5)|1--3\?1--3\?1--8 (\+2--5\?2--5)|2\x1--3\?1--8 (\+2\x2--5)|Rear-claw rake, leaps 30' to attack|Surprised only on a 1|Standard|Rear-claw rake, 30' leap; Surprised only on 1|L|Semi-|Neutral|Nil|Nil|Uncommon|1--2|5\%|Nil|IV|170\+5/hp
ki_rin|Ki-rin|Ki-rin||9|-5|24"/48"|12|3|2--8\?2--8\?3--18|2\x2--8\?3--18|Magic use, psionics, +3 horn, double-strength air magic|Astral/ethereal travel, telepathy|90\%|Magic use, psionics, +3 horn, double-strength air magic; MR 90\%, planar travel, telepathy|L|Supra-genius|Lawful Good|130--200|All/all|Very rare|1|5\%|I, S, T|IX|8500\+16/hp
koalinth|Koalinth||Hobgoblin|18|5|9"|1+1|1|1--8 or by weapon|1--8|Nil|Nil|Standard||M (6\half' tall)|Average|Lawful Evil|Nil|Nil|Uncommon|20--200|25\%|Individuals J, M; D, Q (\x5) in lair|I|20\+2/hp
kobold|Kobold|||21|7\,(6)|6"|\half|1|1--4 (1--6) or by weapon|1--4 (1--6)|Nil|Nil|Standard||S (3' tall)|Average-low|Lawful Evil|Nil|Nil|Uncommon|40--400|40\%|Individuals J; O, Q (\x5) in lair|I|5\+1/hp
kobold_bodyguard|Kobold Bodyguard|||20|6|6"|1-1 (4 hp)|1|1--6 or by weapon|1--6|Nil|Nil|Standard||S (3' tall)|Average-low|Lawful Evil|Nil|Nil|Uncommon|40--400|40\%|Individuals J; O, Q (\x5) in lair|I|10\+1/hp
kobold_chief|Kobold Chief|||20|6|6"|1-1 (4 hp)|1|1--6 or by weapon|1--6|Nil|Nil|Standard||S (3' tall)|Average-low|Lawful Evil|Nil|Nil|Uncommon|40--400|40\%|Individuals J; O, Q (\x5) in lair|I|10\+1/hp
kobold_guard|Kobold Guard|||20|6|6"|1-1 (4 hp)|1|1--6 or by weapon|1--6|Nil|Nil|Standard||S (3' tall)|Average-low|Lawful Evil|Nil|Nil|Uncommon|40--400|40\%|Individuals J; O, Q (\x5) in lair|I|10\+1/hp
kobold_leader|Kobold Leader|||20|6|6"|1-1 (4 hp)|1|1--6 or by weapon|1--6|Nil|Nil|Standard||S (3' tall)|Average-low|Lawful Evil|Nil|Nil|Uncommon|40--400|40\%|Individuals J; O, Q (\x5) in lair|I|10\+1/hp
lamia|Lamia|||12|3|24"|9|1|1--4|1--4|Wisdom drain, magic use|Nil|Standard|Wisdom drain, magic use|M|High|Chaotic Evil|Nil|Nil|Very rare|1|60\%|D|VII|1700\+12/hp
lammasu|Lammasu|Lammasu||12|6|12"/24"|7+7|2|1--6\?1--6|2\x1--6|Magic use, invisibility, dimension door|Double-strength protection from evil|30\%|Magic use, invisibility, dimension door; double-strength protection from evil, MR 30\%|L|Genius|Lawful Good|Nil|Nil|Rare|2--8|30\%|R, S, T|VII|1450\+10/hp
lamprey|Lamprey||Lamprey|18|7|12"|1+2|1|1--2|1--2|Blood drain (2/r)|Nil|Standard|Blood drain (2/r)|S|Non-|Neutral|Nil|Nil|Uncommon|1--2|Nil|Nil|II|28\+2/hp
lamprey_giant|Giant Lamprey||Lamprey|15|6|9"|5|1|1--6|1--6|Blood drain (10/r)|Nil|Standard|Blood drain (10/r)|M|Non-|Neutral|Nil|Nil|Rare|1--4|Nil|Nil|IV|165\+5/hp
larva|Larva|Larvae||19|7|6"|1|1|2--5|2--5|Nil|Nil|Standard||M|Low|Evil|Nil|Nil|Common|10--40|100\%|Nil|I|10\+1/hp
leech_giant|Giant Leech|||19\?16\?15|9|3"|1--4|1|1--4|1--4|Blood drain, anesthesia, disease|Nil|Standard|Blood drain, anesthesia, disease|S to M|Non-|Neutral|Nil|Nil|Uncommon|4--16|Nil|Nil|II--IV|(by size)
leech_giant_1hd|Giant Leech|||19|9|3"|1|1|1--4|1--4|Blood drain (1/r), anesthesia, disease|Nil|Standard|Blood drain, anesthesia, disease|S to M|Non-|Neutral|Nil|Nil|Uncommon|4--16|Nil|Nil|II|26\+1/hp
leech_giant_2hd|Giant Leech|||16|9|3"|2|1|1--4|1--4|Blood drain (2/r), anesthesia, disease|Nil|Standard|Blood drain, anesthesia, disease|S to M|Non-|Neutral|Nil|Nil|Uncommon|4--16|Nil|Nil|III|52\+2/hp
leech_giant_3hd|Giant Leech|||16|9|3"|3|1|1--4|1--4|Blood drain (3/r), anesthesia, disease|Nil|Standard|Blood drain, anesthesia, disease|S to M|Non-|Neutral|Nil|Nil|Uncommon|4--16|Nil|Nil|III|95\+3/hp
leech_giant_4hd|Giant Leech|||15|9|3"|4|1|1--4|1--4|Blood drain (4/r), anesthesia, disease|Nil|Standard|Blood drain, anesthesia, disease|S to M|Non-|Neutral|Nil|Nil|Uncommon|4--16|Nil|Nil|IV|160\+4/hp
leopard|Leopard|||15|6|12"|3+2|3 (5)|1--3\?1--3\?1--6 (\+1--4\?1--4)|2\x1--3\?1--6 (\+2\x1--4)|Rear-claw rake, surprises on 1--3|Surprised only on a 1|Standard|Rear-claw rake, surprise on 1--3; Surprised only on 1|M|Semi-|Neutral|Nil|Nil|Uncommon|1--2|5\%|Nil|III|135\+4/hp
leprechaun|Leprechaun|||-|8|15"|2--5hp|0|Nil|Nil|Magic use|Never surprised|80\%|Magic use; Never surprised, MR 80\%|S (2' tall)|Exceptional|Neutral|Nil|Nil|Uncommon|1 or 1--20|10\%|F|III|84\+1/hp
leucrotta|Leucrotta|||13|4|18"|6+1|1|3--18|3--18|Voice imitation|Kick in retreat (1--6\?1--6)|Standard|Voice imitation; Kick in retreat (2\x1--6)|L|Average|Chaotic Evil|Nil|Nil|Rare|1--4|40\%|D|V|475\+8/hp
lich|Lich|Liches||10|0|6"|11+|1|1--10|1--10|Paralyzation, fear, magic use, possible psionics|+1 or better weapons to hit, spell immunities|Standard|Paralyzation, fear, magic use, possible psionics; +1 weapon to hit, spell immunities|M|Supra-genius|Neutral Evil|See below|See below|Very rare|1|90\%|A|X|10500\+16/hp
lion|Lion||Lion|15|5\,(6)|12"|5+2|3 (5)|1--4\?1--4\?1--10 (\+2--7\?2--7)|2\x1--4\?1--10 (\+2\x2--7)|Rear-claw rake|Surprised only on a 1|Standard|Rear-claw rake; Surprised only on 1|L|Semi-|Neutral|Nil|Nil|Uncommon|2--12|25\%|Nil|V|300\+6/hp
lion_mountain|Mountain Lion||Lion|15|6|15"|3+1|3 (5)|1--3\?1--3\?1--6 (\+1--4\?1--4)|2\x1--3\?1--6 (\+2\x1--4)|Rear-claw rake|Surprised only on a 1|Standard|Rear-claw rake; Surprised only on 1|M|Semi-|Neutral|Nil|Nil|Uncommon|1--2|10\%|Nil|III|110\+4/hp
lion_spotted|Spotted Lion||Lion|13|5\,(6)|12"|6+2|3 (5)|1--4\?1--4\?1--12 (\+2--8\?2--8)|2\x1--4\?1--12 (\+2\x2--8)|Rear-claw rake|Surprised only on a 1|Standard|Rear-claw rake; Surprised only on 1|L|Semi-|Neutral|Nil|Nil|Rare|2--8|25\%|Nil|V|475\+8/hp
lizard_fire|Fire Lizard||Lizard|10|3|9"|10|3|1--8\?1--8\?2--16|2\x1--8\?2--16|Fire puff (2--12, save for half)|Immune to fire|Standard|Fire puff; Immune to fire|L (30' long)|Animal|Neutral|Nil|Nil|Very rare|1--4|50\%|B, Q (\x10), S, T|VII|1800\+14/hp
lizard_giant|Giant Lizard||Lizard|15|5|15"|3+1|1|1--8|1--8|Roll of 20 causes double damage (2--16)|Nil|Standard|Roll of 20 causes double damage|L (15' long)|Non-|Neutral|Nil|Nil|Uncommon|2--12|Nil|Nil|III|125\+4/hp
lizard_minotaur|Minotaur Lizard||Lizard|12|5|6"|8|3|2--12\?2--12\?3--18|2\x2--12\?3--18|Surprises on 1--4, bite holds on a 20|Nil|Standard|Surprise on 1--4, bite holds helpless and repeats|L (40' long)|Non-|Neutral|Nil|Nil|Rare|1--8|80\%|J--N, Q, C (magic)|VII|1375\+10/hp
lizard_subterranean|Subterranean Lizard||Lizard|13|5|12"|6|1|2--12|2--12|Moves on walls and ceilings, roll of 20 causes double damage (4--24)|Nil|Standard|Moves on walls/ceilings, roll of 20 causes double damage|L (20' long)|Non-|Neutral|Nil|Nil|Uncommon|1--6|20\%|O, P, Q (\x5; magic)|V|350\+6/hp
lizard_man|Lizard Man|Lizard Men|Lizard Man|16|5|6"//12"|2+1|3|1--2\?1--2\?1--8 or by weapon|2\x1--2\?1--8 or weapon|Nil|Nil|Standard||M (about 7' tall)|Low|Neutral|Nil|Nil|Rare|10--40|30\%|D|II|35\+3/hp
lizard_man_advanced|Advanced Lizard Man|Advanced Lizard Men|Lizard Man|16|4|6"//12"|2+1|3 or by weapon|1--2\?1--2\?1--8 or by weapon|2\x1--2\?1--8 or weapon|Missile weapons|Nil|Standard|Missile weapons|M (about 7' tall)|Average|Neutral|Nil|Nil|Rare|10--40|30\%|D|II|50\+3/hp
locathah|Locathah|Locathah||16|6|12"|2|1|By weapon|By weapon|Nil|Nil|Standard||M|Very|Neutral|Nil|Nil|Rare|20--200|10\%|A|II|20\+2/hp
locathah_leader|Locathah Leader||Locathah|18|6|12"|2 (18 hp)|1|By weapon|By weapon|Nil|Nil|Standard|Treat as a 4th-level fighter|M|Very|Neutral|Nil|Nil|Rare|20--200|10\%|A|II|20\+2/hp
locathah_assistant|Locathah Assistant||Locathah|18|6|12"|2 (14 hp)|1|By weapon|By weapon|Nil|Nil|Standard|Treat as a 3rd-level fighter|M|Very|Neutral|Nil|Nil|Rare|20--200|10\%|A|II|20\+2/hp
locathah_chief|Locathah Chief||Locathah|16|6|12"|2 (22 hp)|1|By weapon|By weapon|Nil|Nil|Standard|Treat as a 5th-level fighter|M|Very|Neutral|Nil|Nil|Rare|20--200|10\%|A|II|20\+2/hp
locathah_guard|Locathah Guard||Locathah|18|6|12"|2 (12--14 hp)|1|By weapon|By weapon|Nil|Nil|Standard|Treat as a 3rd-level fighter|M|Very|Neutral|Nil|Nil|Rare|20--200|10\%|A|II|20\+2/hp
lurker_above|Lurker Above|||10|6|1"/9"|10|1|1--6|1--6|Surprises on 1--4, smothers (1--6/r; death in 2--5 rounds)|90\% undetectable on ceiling|Standard|Surprise, smothering; 90\% undetectable on ceiling|L (20' wing spread)|Non-|Neutral|Nil|Nil|Uncommon|1 (1--4)|50\%|C, Y|VII|1950\+14/hp
werebear|Werebear||Lycanthrope|13|2|9"|7+3|3|1--3\?1--3\?2--8|2\x1--3\?2--8|Hug (2--16), summons 1--6 brown bears, infects lycanthropy|Silver or +1 weapons to hit, heals at triple rate, immune to disease|Standard|Hug, bear summoning, infection, shapechanging; Silver/+1 weapon to hit, rapid healing, disease immunity|L|Exceptional|Chaotic Good|Nil|Nil|Rare|1--4|10\%|R, T, X|VI|725\+10/hp
wereboar|Wereboar||Lycanthrope|15|4|12"|5+2|1|2--12|2--12|Infects lycanthropy|Silver or +1 weapons to hit|Standard|Infection, shapechanging; Silver/+1 weapon to hit|L|Average|Neutral|Nil|Nil|Rare|2--8|20\%|B, S|IV|225\+6/hp
wererat|Wererat||Lycanthrope|15|6|12"|3+1|1|1--8 (sword)|1--8|Surprises on 1--4, infects lycanthropy|Silver or +1 weapons to hit|Standard|Surprise, infection, shapechanging; Silver/+1 weapon to hit|S--M|Very|Lawful Evil|Nil|Nil|Uncommon|4--24|30\%|C|III|110\+4/hp
weretiger|Weretiger||Lycanthrope|13|3|12"|6+2|3 (5)|1--4\?1--4\?1--12 (\+2--5\?2--5)|2\x1--4\?1--12 (\+2\x2--5)|Rear-claw rake, infects lycanthropy|Silver or +1 weapons to hit|Standard|Rear-claw rake, infection, shapechanging; Silver/+1 weapon to hit|L|Average|Neutral|Nil|Nil|Very rare|1--6|15\%|D, O (\x5)|V|475\+8/hp
werewolf|Werewolf|Werewolves|Lycanthrope|15|5|15"|4+3|1|2--8|2--8|Surprises on 1--3, infects lycanthropy|Silver or +1 weapons to hit|Standard|Surprise, infection, shapechanging; Silver/+1 weapon to hit|M|Average|Chaotic Evil|Nil|Nil|Common|3--18|25\%|B|IV|170\+5/hp
lynx_giant|Giant Lynx|Giant Lynxes||16|6|12"|2+2|3 (5)|1--2\?1--2\?1--4 (\+1--3\?1--3)|2\x1--2\?1--4 (\+2\x1--3)|Rear-claw rake, surprises on 1--5|Hides 90\%, detects traps 75\%|Standard|Rear-claw rake, surprise on 1--5; Hide 90\%, detect traps 75\%|M|Very|Neutral|Nil|Nil|Rare|1--4|5\%|Nil|III|120\+3/hp
mammoth|Mammoth|||9|5|12"|13|5|3--18\?3--18\?2--16\?2--12\?2--12|2\x3--18\?1\x2--16\?2\x2--12|Nil|Nil|Standard||L (10'--14' tall)|Semi-|Neutral|Nil|Nil|Common|1--12|Nil|Nil|VII|3000\+18/hp
manticore|Manticore|||13|4|12"/18"|6+3|3 or 6|1--3\?1--3\?1--8 or 6\x1--6|2\x1--3\?1--8 or 6\x1--6|Tail-spike volley (18" range, 4 volleys)|Nil|Standard|Tail-spike volley|L|Low|Lawful Evil|Nil|Nil|Uncommon|1--4|20\%|E|VI|650\+8/hp
masher|Masher|||12|7|9"|8|1|5--20|5--20|Nil|Poison spines (save or die; safe only ahead or underneath)|Standard|Poison spines (save or die; safe only ahead or underneath)|L|Non-|Neutral|Nil|Nil|Uncommon|2--8|Nil|Nil|VI|1000\+10/hp
mastodon|Mastodon|||9|6|15"|12|5|2--16\?2--16\?2--12\?2--12\?2--12|2\x2--16\?3\x2--12|Nil|Nil|Standard||L (10' tall)|Semi-|Neutral|Nil|Nil|Common|1--12|Nil|Nil|VII|2150\+16/hp
medusa|Medusa|Medusae||13|5|9"|6|1|1--4|1--4|Gaze turns to stone, poison|Nil|Standard|Petrifying gaze; poison (save or die); sees astral/ethereal|M|Very|Lawful Evil|Nil|Nil|Rare|1--3|50\%|P, Q (\x10), X, Y|VI|725\+6/hp
men_bandit|Bandit||Men|20*|By armor type|By armor type|1--6hp|1|By weapon type|By weapon type|Leader types|Standard|Standard||M|Mean: average to very|Neutral|Leader types|Leader types|Common|20--200|20\%|Individual M, A in lair|I|5\+1/hp
men_brigand|Brigand||Men|20*|By armor type|By armor type|1--6hp|1|By weapon type|By weapon type|Leader types|Standard|Standard||M|Mean: average to very|Chaotic Evil|Leader types|Leader types|Common|20--200|20\%|Individual M, A in lair|I|5\+1/hp
men_berserker|Berserker||Men|20*|7|12"|2--7hp|1 (or 2)|By weapon type|By weapon type|Leader types|Leader types|Standard||M|Mean: average to very|Neutral|Nil|Nil|Rare|10--100|10\%|Individual K, B in lair|I|10\+1/hp
men_buccaneer|Buccaneer||Men|20*|By armor type|12"|1--6hp|1|By weapon type|By weapon type|Leader types|Leader types|Standard||M|Mean: average to very|Neutral|Leader types|Leader types|Uncommon|50--300|80\% or 100\%|Individuals K, W in lair|I|5\+1/hp
men_pirate|Pirate||Men|20*|By armor type|12"|1--6hp|1|By weapon type|By weapon type|Leader types|Leader types|Standard||M|Mean: average to very|Chaotic Evil|Leader types|Leader types|Uncommon|50--300|80\% or 100\%|Individuals K, W in lair|I|5\+1/hp
men_caveman|Caveman|Cavemen|Men|16|8|12"|2|1|By weapon type (\+1)|By weapon type (\+1)|Nil|Nil|Standard|+1 damage|M|Low|Neutral|Nil|Nil|Rare|10--100|40\%|Special (ivory, gold, or gems)|I|20\+2/hp
men_tribesman|Tribesman|Tribesmen|Men|19|7|12"|1|1|By weapon type|By weapon type|Nil|Nil|Standard||M|Average|Neutral|Nil|Nil|Rare|120|40\%|Special (ivory, gold, and gems)|I|10\+1/hp
men_dervish|Dervish|Dervishes|Men|20*|By armor type|By mount and armor|1--6hp|1|By weapon type (\+1)|By weapon type (\+1)|Leader types|Leader types|Standard|+1 to hit and damage; never checks morale|M|Mean: average to very|Lawful Good|Leader types|Leader types|Rare|30--300|5\%|Individuals J, Z in lair|I|5\+1/hp
men_nomad|Nomad||Men|20*|By armor type|By mount and armor|1--6hp|1|By weapon type|By weapon type|Leader types; surprises on 1--4|Leader types|Standard|Surprises on 1--4|M|Mean: average to very|Neutral|Leader types|Leader types|Uncommon|30--300|15\%|Individuals L, Z in lair|I|7\+1/hp
men_merchant|Merchant||Men|20*|See description|By mount|1--6hp|1|By weapon type|By weapon type|Nil|Nil|Standard|10\% of merchant caravan|M|Mean: very to high|Neutral|Nil|Nil|Common|10\% of 50--300|0\%|Individuals J, K, L, M, N, Q|I|5\+1/hp
men_drover|Drover||Men|20*|See description|By mount|1--6hp|1|By weapon type|By weapon type|Nil|Nil|Standard|10\% of merchant caravan|M|Mean: very to high|Neutral|Nil|Nil|Common|10\% of 50--300|0\%|See description|I|5\+1/hp
men_mercenary_guard|Mercenary Guard||Men|20*|By armor type|By mount and armor|2--7hp|1|By weapon type|By weapon type|Nil|Nil|Standard|80\% of merchant caravan|M|Mean: very to high|Neutral|Nil|Nil|Common|80\% of 50--300|0\%|Individuals K|I|10\+1/hp
men_pilgrim|Pilgrim||Men|20*|See description|12" or by mount|1--6hp|1 (or 2 if lawful evil)|By weapon type|By weapon type|Leader types; lawful evil fight as berserkers|Leader types|Standard|Lawful evil fight as berserkers with daggers|M|Mean: average to very|See description|Leader types|Leader types|Uncommon|10--100|0\%|Individuals J|I|5\+1/hp
men_pilgrim_lawful_evil|Lawful Evil Pilgrim||Men|20*|See description|12" or by mount|1--6hp|1 (or 2)|1--4 (dagger)|1--4|Strike twice or once with +2 to hit|Leader types|Standard|Fights as a berserker with a dagger|M|Mean: average to very|Lawful Evil|Leader types|Leader types|Uncommon|10--100|0\%|Individuals J|I|5\+1/hp
merman|Merman|Mermen||18|7|1"//18"|1+1|1|By weapon type|By weapon type|Grappling hooks (90\% vs. ships)|Nil|Standard|Grappling hooks 90\% vs. ships; double damage from fire while surfaced|M|Average to very|Neutral|Nil|Nil|Uncommon|20--200|25\%|C, R|I|20\+2/hp
mimic|Mimic|||13\?12\?10|7|3"|7--10|1|3--12|3--12|Glue, surprise|Camouflage|Standard|Glue, surprise; Camouflage|L|Semi- to average|Neutral|Nil|Nil|Rare|1|Nil|Nil|VI--VII|(by HD)
mimic_intelligent_7hd|7-HD Intelligent Mimic||Mimic|13|7|3"|7|1|3--12|3--12|Glue, surprise|Camouflage|Standard|Glue, surprise; Camouflage|L|Average|Neutral|Nil|Nil|Rare|1|Nil|Nil|VI|650\+8/hp
